,9.0479,50.0099,0.0000,,1,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,92.8804,116.8756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
,6.4901,50.0997,0.0001,,1,0,23.4934,0.0000,0.0000,34.9006,36.2988,27.8540,0.0000,0.0000,33.9622,0.0000,36.8980,30.3452,0.0000,0.0000,0.0000,37.5882,0.0000,0.0000,28.7504,30.3711,0.0000,0.0000,0.0000,23.3189,0.0000,37.4375,40.4172,0.0000,0.0000,0.0000,41.6286,0.0000,44.1158,0.0000,39.8511,49.7840,56.8391,21.7831,50.5026,52.8396,0.0000,40.6743,57.3385,52.7942,48.2453,42.1067,32.4874,38.6394,0.0000,0.0000,0.0000,31.0692,0.0000,34.6196,35.1840,44.0534,0.0000,63.4592,0.0000,0.0000,40.4512,37.7178,0.0000,0.0000,37.2319,0.0000,0.0000,0.0000,34.3092,0.0000,29.3723,39.8408
,6.4788,50.1253,0.0007,,1,0,104.4163,123.9083,79.0638,91.3565,0.0000,56.2402,103.2278,108.5766,69.7568,65.9126,74.1139,81.5752,98.9717,98.1977,67.8612,63.5900,76.5341,80.8304,0.0000,63.6879,56.2516,72.5536,65.8075,68.2776,51.8881,45.8685,62.5858,74.1256,80.0339,101.5159,56.3526,35.4888,75.6129,91.6531,72.4696,78.2135,56.8391,35.2877,91.5711,82.7289,102.4205,78.0253,61.9814,89.6926,108.3521,93.9011,99.3790,84.7593,99.4090,44.5060,50.5088,65.5372,72.2438,59.5303,84.9215,61.5281,103.6343,61.6843,0.0000,40.3521,37.2117,46.4466,60.1927,57.5191,55.9258,73.5343,52.0957,61.5155,63.0113,80.3064,62.6279,56.3554
,5.9875,50.1269,0.0004,,1,0,30.5546,35.0378,63.2979,62.0140,87.9710,82.9333,0.0000,63.2768,88.1564,51.1835,0.0000,35.7260,34.4166,0.0000,56.9659,70.5645,66.6614,70.5843,50.3037,44.2929,89.2382,70.2931,82.3877,75.1043,76.4956,64.5211,27.4815,43.4278,0.0000,22.0158,92.7277,70.8781,0.0000,42.5565,0.0000,0.0000,77.6609,120.9661,0.0000,57.0722,69.0044,50.1809,56.9504,70.7063,35.0748,67.8362,0.0000,0.0000,0.0000,71.7228,88.1851,89.8419,41.1298,0.0000,0.0000,28.7791,61.0624,55.0217,89.2119,103.7750,94.7852,46.5978,33.6737,0.0000,77.6774,63.5566,38.1546,31.0151,0.0000,0.0000,101.4197,108.3598
,5.6572,50.1276,0.0003,,1,0,53.8493,54.5238,68.9589,83.6308,82.2968,81.0545,81.8952,68.1313,52.4992,59.1829,46.9964,51.5897,34.4041,56.2487,64.9300,73.3076,103.0705,63.5321,58.2327,44.1755,99.0043,104.9492,68.4500,67.5162,70.4675,55.1754,52.0560,64.9049,28.3695,28.2059,105.4510,101.6388,54.3397,62.3834,0.0000,36.3322,110.9441,110.8802,68.2599,59.9836,65.9260,93.7727,74.3261,61.3732,83.4951,80.3564,0.0000,18.2265,0.0000,99.8931,109.0939,96.2584,73.8923,75.6215,81.5248,71.0774,58.8392,51.5964,117.9196,86.8122,91.1604,59.5132,57.0373,76.2659,86.2818,81.7815,55.4937,37.3909,0.0000,0.0000,114.8679,107.1114
,6.2528,50.1346,0.0006,,1,0,0.0000,22.6698,0.0000,50.6882,0.0000,67.8938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,63.2167,9.2015,0.0000,0.0000,0.0000,81.3232,55.4323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.4020,61.2543,0.0000,0.0000,0.0000,0.0000,70.1888,96.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,61.9914,54.2639,74.3299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.1908,105.6222,80.8587,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.2457,93.0279
,5.3519,50.1386,0.0003,,1,0,0.0000,0.0000,51.1792,37.2292,29.8295,45.9515,0.0000,0.0000,0.0000,50.7721,10.2070,0.0000,0.0000,0.0000,53.2941,47.9434,32.9650,0.0000,0.0000,0.0000,58.6479,39.6553,44.1714,0.0000,46.4988,0.0000,0.0000,0.0000,0.0000,0.0000,46.5220,0.0000,0.0000,26.7429,0.0000,0.0000,76.0017,55.5085,0.0000,0.0000,0.0000,29.1495,0.0000,0.0000,0.0000,25.2900,0.0000,0.0000,0.0000,33.0016,0.0000,0.0000,0.0000,0.0000,26.3366,23.7301,33.8940,0.0000,0.0000,45.1588,58.6371,0.0000,30.5778,0.0000,0.0000,22.7868,19.0658,19.0379,0.0000,0.0000,40.8044,54.2552
,6.3260,50.1681,0.0001,,1,0,0.0000,0.0000,27.6333,33.2502,0.0000,55.6488,35.6915,25.3732,42.3639,28.6303,0.0000,0.0000,0.0000,0.0000,0.0000,48.5329,34.2257,0.0000,12.7876,18.6277,0.0000,34.7869,0.0000,0.0000,17.0765,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.6205,0.0000,0.0000,0.0000,0.0000,18.8551,25.9749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1558,28.6981,17.8239,32.1374,0.0000,51.9834,22.3124,0.0000,16.3208,25.0512,41.7049,0.0000,21.2389,0.0000,15.4836,52.2439,44.2604
,9.2231,50.1732,0.0000,,1,0,0.0000,10.6980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.1578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.4852,55.0710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.6780,0.0000,5.5696,0.0000,9.0256,0.0000,0.0000
,9.0548,50.1871,0.0000,,1,0,0.0000,7.4500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.8825,0.0000,0.0000,0.0000,0.0000,73.6073,109.1701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.0055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
